,Unnamed: 0,RA,DEC,FREQ_GHZ,X,Y,SNR,FLUX_MAX,BINNING,GROUP,F,F_kw,ID,source,window
322066,322066,34.32879,-5.55818,93.4522,67.8,184.4,5.59,0.004938,19,9,0.512,1.0,10,uds306,allspw
322067,322067,34.32282,-5.54658,105.2182,153.3,351.5,5.51,0.002539,5,10,0.471,0.721,11,uds306,allspw
322068,322068,34.32453,-5.55065,93.5303,128.7,292.9,5.45,0.001727,3,11,0.44,0.709,12,uds306,allspw
322069,322069,34.32283,-5.54658,105.0932,153.2,351.4,5.44,0.002504,19,12,0.435,0.96,13,uds306,allspw
322070,322070,34.32429,-5.56667,107.4526,132.3,62.1,5.43,0.00302,7,13,0.43,0.999,14,uds306,allspw
322071,322071,34.32955,-5.55327,94.5929,56.8,255.1,5.43,0.002716,7,14,0.43,0.999,15,uds306,allspw
322072,322072,34.3158,-5.56458,94.296,253.9,92.2,5.41,0.003822,13,15,0.42,0.72,16,uds306,allspw
322073,322073,34.31659,-5.56558,93.7334,242.6,77.9,5.37,0.001694,3,16,0.4,0.666,17,uds306,allspw
322074,322074,34.31463,-5.54681,106.4214,270.7,348.1,5.33,0.003986,13,17,0.38,0.672,18,uds306,allspw
322075,322075,34.32216,-5.57008,105.3432,162.8,13.0,5.33,0.001766,3,18,0.38,0.644,19,uds306,allspw
322078,322078,34.30951,-5.54858,106.7495,344.0,322.7,5.3,0.004191,13,21,0.365,0.653,22,uds306,allspw
322079,322079,34.32243,-5.56563,96.1242,158.9,77.2,5.29,0.002287,3,22,0.36,0.622,23,uds306,allspw
322082,322082,34.31269,-5.55077,96.3585,298.5,291.2,5.27,0.001555,3,25,0.351,0.611,26,uds306,allspw
322085,322085,34.32507,-5.55182,96.4679,121.0,276.0,5.22,0.004467,17,28,0.327,0.91,29,uds306,allspw
322107,322107,34.31235,-5.54956,93.4678,303.3,308.5,5.03,0.004211,17,50,0.244,0.807,51,uds306,allspw
322127,322127,34.3309,-5.5554,95.4366,37.5,224.5,4.92,0.003706,17,69,0.202,0.723,71,uds306,allspw
322147,322147,34.31558,-5.56011,105.3901,257.1,156.6,4.84,0.004334,17,91,0.174,0.652,91,uds306,allspw
